instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group,temp_group
10998,2012-04-08,Summer,2012,April,9,0,Sunday,0,1,18.04,21.97,26.0,15.001299999999999,71,108,179,Morning,Warm
10999,2012-04-08,Summer,2012,April,10,0,Sunday,0,1,20.5,24.240000000000002,25.0,15.001299999999999,113,186,299,Morning,Warm
11000,2012-04-08,Summer,2012,April,11,0,Sunday,0,1,20.5,24.240000000000002,25.0,19.0012,195,209,404,Afternoon,Warm
11001,2012-04-08,Summer,2012,April,12,0,Sunday,0,1,22.14,25.759999999999998,24.0,16.997899999999998,198,259,457,Afternoon,Warm
11002,2012-04-08,Summer,2012,April,13,0,Sunday,0,1,23.779999999999998,27.275,23.0,11.0014,229,254,483,Afternoon,Warm
11003,2012-04-08,Summer,2012,April,14,0,Sunday,0,1,24.599999999999998,29.544999999999998,18.0,30.002599999999997,254,249,503,Afternoon,Hot
11004,2012-04-08,Summer,2012,April,15,0,Sunday,0,1,25.419999999999998,30.305,17.0,23.9994,260,226,486,Afternoon,Hot
11005,2012-04-08,Summer,2012,April,16,0,Sunday,0,1,26.240000000000002,30.305,19.0,22.0028,232,244,476,Afternoon,Hot
11006,2012-04-08,Summer,2012,April,17,0,Sunday,0,1,25.419999999999998,30.305,22.0,19.999499999999998,185,226,411,Afternoon,Hot
11007,2012-04-08,Summer,2012,April,18,0,Sunday,0,1,25.419999999999998,30.305,25.0,22.0028,151,159,310,Afternoon,Hot
11008,2012-04-08,Summer,2012,April,19,0,Sunday,0,1,24.599999999999998,30.305,23.0,26.0027,89,187,276,Afternoon,Hot
11009,2012-04-08,Summer,2012,April,20,0,Sunday,0,1,22.96,26.515,28.000000000000004,27.999299999999998,65,146,211,Afternoon,Warm
11010,2012-04-08,Summer,2012,April,21,0,Sunday,0,1,21.32,25.0,34.0,15.001299999999999,53,77,130,Afternoon,Warm
11011,2012-04-08,Summer,2012,April,22,0,Sunday,0,1,20.5,24.240000000000002,36.0,15.001299999999999,33,85,118,Afternoon,Warm
11012,2012-04-08,Summer,2012,April,23,0,Sunday,0,1,20.5,24.240000000000002,39.0,16.997899999999998,10,41,51,Afternoon,Warm
11013,2012-04-09,Summer,2012,April,0,0,Monday,1,1,19.68,23.485,39.0,19.0012,8,29,37,Evening,Warm
11014,2012-04-09,Summer,2012,April,1,0,Monday,1,1,18.86,22.725,41.0,8.9981,4,12,16,Evening,Warm
11015,2012-04-09,Summer,2012,April,2,0,Monday,1,1,18.86,22.725,31.0,12.998000000000001,2,4,6,Evening,Warm
11016,2012-04-09,Summer,2012,April,3,0,Monday,1,1,18.04,21.97,30.0,11.0014,0,3,3,Evening,Warm
11017,2012-04-09,Summer,2012,April,4,0,Monday,1,1,18.04,21.97,24.0,12.998000000000001,2,3,5,Evening,Warm
11018,2012-04-09,Summer,2012,April,5,0,Monday,1,1,18.04,21.97,24.0,12.998000000000001,2,30,32,Morning,Warm
11019,2012-04-09,Summer,2012,April,6,0,Monday,1,1,17.22,21.21,26.0,15.001299999999999,3,108,111,Morning,Chilly
11020,2012-04-09,Summer,2012,April,7,0,Monday,1,1,17.22,21.21,28.000000000000004,12.998000000000001,11,320,331,Morning,Chilly
11021,2012-04-09,Summer,2012,April,8,0,Monday,1,1,18.04,21.97,30.0,12.998000000000001,22,595,617,Morning,Warm
11022,2012-04-09,Summer,2012,April,9,0,Monday,1,1,18.86,22.725,31.0,23.9994,50,236,286,Morning,Warm
11023,2012-04-09,Summer,2012,April,10,0,Monday,1,1,20.5,24.240000000000002,27.0,32.9975,65,113,178,Morning,Warm
11024,2012-04-09,Summer,2012,April,11,0,Monday,1,1,21.32,25.0,27.0,27.999299999999998,96,127,223,Afternoon,Warm
11025,2012-04-09,Summer,2012,April,12,0,Monday,1,1,22.14,25.759999999999998,28.000000000000004,47.9988,94,186,280,Afternoon,Warm
11026,2012-04-09,Summer,2012,April,13,0,Monday,1,1,22.14,25.759999999999998,28.000000000000004,39.000699999999995,108,173,281,Afternoon,Warm
11027,2012-04-09,Summer,2012,April,14,0,Monday,1,1,22.96,26.515,28.000000000000004,36.9974,66,152,218,Afternoon,Warm
11028,2012-04-09,Summer,2012,April,15,0,Monday,1,1,23.779999999999998,27.275,28.000000000000004,36.9974,82,173,255,Afternoon,Warm
11029,2012-04-09,Summer,2012,April,16,0,Monday,1,1,22.96,26.515,30.0,27.999299999999998,81,310,391,Afternoon,Warm
11030,2012-04-09,Summer,2012,April,17,0,Monday,1,1,22.14,25.759999999999998,32.0,27.999299999999998,67,565,632,Afternoon,Warm
11031,2012-04-09,Summer,2012,April,18,0,Monday,1,1,22.14,25.759999999999998,34.0,19.999499999999998,60,586,646,Afternoon,Warm
11032,2012-04-09,Summer,2012,April,19,0,Monday,1,1,21.32,25.0,34.0,23.9994,35,386,421,Afternoon,Warm
11033,2012-04-09,Summer,2012,April,20,0,Monday,1,1,20.5,24.240000000000002,36.0,30.002599999999997,21,255,276,Afternoon,Warm
11034,2012-04-09,Summer,2012,April,21,0,Monday,1,3,19.68,23.485,41.0,27.999299999999998,14,151,165,Afternoon,Warm
11035,2012-04-09,Summer,2012,April,22,0,Monday,1,2,18.86,22.725,41.0,32.9975,6,102,108,Afternoon,Warm
11036,2012-04-09,Summer,2012,April,23,0,Monday,1,1,18.04,21.97,44.0,19.999499999999998,6,61,67,Afternoon,Warm
11037,2012-04-10,Summer,2012,April,0,0,Tuesday,1,2,18.04,21.97,47.0,19.0012,3,23,26,Evening,Warm
11038,2012-04-10,Summer,2012,April,1,0,Tuesday,1,1,17.22,21.21,50.0,15.001299999999999,0,9,9,Evening,Chilly
11039,2012-04-10,Summer,2012,April,2,0,Tuesday,1,1,14.76,17.424999999999997,71.0,8.9981,0,2,2,Evening,Chilly
11040,2012-04-10,Summer,2012,April,3,0,Tuesday,1,1,14.76,17.424999999999997,71.0,8.9981,0,2,2,Evening,Chilly
11041,2012-04-10,Summer,2012,April,4,0,Tuesday,1,1,13.940000000000001,16.665,71.0,8.9981,0,2,2,Evening,Chilly
11042,2012-04-10,Summer,2012,April,5,0,Tuesday,1,1,13.940000000000001,16.665,71.0,8.9981,0,24,24,Morning,Chilly
11043,2012-04-10,Summer,2012,April,6,0,Tuesday,1,1,13.940000000000001,17.424999999999997,71.0,7.0015,3,100,103,Morning,Chilly
11044,2012-04-10,Summer,2012,April,7,0,Tuesday,1,1,13.940000000000001,17.424999999999997,71.0,7.0015,16,368,384,Morning,Chilly
11045,2012-04-10,Summer,2012,April,8,0,Tuesday,1,1,15.58,19.695,62.0,8.9981,22,670,692,Morning,Chilly
11046,2012-04-10,Summer,2012,April,9,0,Tuesday,1,1,17.22,21.21,67.0,12.998000000000001,16,303,319,Morning,Chilly
11047,2012-04-10,Summer,2012,April,10,0,Tuesday,1,1,18.86,22.725,47.0,11.0014,49,132,181,Morning,Warm
11048,2012-04-10,Summer,2012,April,11,0,Tuesday,1,1,20.5,24.240000000000002,36.0,0.0,78,161,239,Afternoon,Warm
11049,2012-04-10,Summer,2012,April,12,0,Tuesday,1,1,22.14,25.759999999999998,22.0,19.0012,75,184,259,Afternoon,Warm
11050,2012-04-10,Summer,2012,April,13,0,Tuesday,1,1,21.32,25.0,23.0,11.0014,81,202,283,Afternoon,Warm
11051,2012-04-10,Summer,2012,April,14,0,Tuesday,1,1,22.14,25.759999999999998,24.0,12.998000000000001,75,149,224,Afternoon,Warm
11052,2012-04-10,Summer,2012,April,15,0,Tuesday,1,1,22.96,26.515,21.0,19.999499999999998,46,157,203,Afternoon,Warm
11053,2012-04-10,Summer,2012,April,16,0,Tuesday,1,1,23.779999999999998,27.275,21.0,16.997899999999998,66,296,362,Afternoon,Warm
11054,2012-04-10,Summer,2012,April,17,0,Tuesday,1,1,22.96,26.515,21.0,35.0008,88,656,744,Afternoon,Warm
11055,2012-04-10,Summer,2012,April,18,0,Tuesday,1,1,22.14,25.759999999999998,22.0,27.999299999999998,78,626,704,Afternoon,Warm
11056,2012-04-10,Summer,2012,April,19,0,Tuesday,1,1,21.32,25.0,20.0,23.9994,51,428,479,Afternoon,Warm
11057,2012-04-10,Summer,2012,April,20,0,Tuesday,1,1,18.86,22.725,28.000000000000004,26.0027,34,248,282,Afternoon,Warm
11058,2012-04-10,Summer,2012,April,21,0,Tuesday,1,1,18.04,21.97,30.0,30.002599999999997,15,191,206,Afternoon,Warm
11059,2012-04-10,Summer,2012,April,22,0,Tuesday,1,1,16.400000000000002,20.455000000000002,37.0,32.9975,9,118,127,Afternoon,Chilly
11060,2012-04-10,Summer,2012,April,23,0,Tuesday,1,1,14.76,16.665,40.0,27.999299999999998,14,48,62,Afternoon,Chilly
11061,2012-04-11,Summer,2012,April,0,0,Wednesday,1,1,13.940000000000001,15.15,36.0,27.999299999999998,8,22,30,Evening,Chilly
11062,2012-04-11,Summer,2012,April,1,0,Wednesday,1,1,13.940000000000001,15.909999999999998,39.0,19.0012,3,9,12,Evening,Chilly
11063,2012-04-11,Summer,2012,April,2,0,Wednesday,1,1,13.120000000000001,15.15,45.0,19.0012,0,2,2,Evening,Chilly
11064,2012-04-11,Summer,2012,April,3,0,Wednesday,1,1,12.299999999999999,14.395,49.0,15.001299999999999,0,2,2,Evening,Chilly
11065,2012-04-11,Summer,2012,April,5,0,Wednesday,1,1,11.48,13.635,56.00000000000001,12.998000000000001,1,26,27,Morning,Chilly
11066,2012-04-11,Summer,2012,April,6,0,Wednesday,1,1,11.48,14.395,56.00000000000001,7.0015,3,103,106,Morning,Chilly
11067,2012-04-11,Summer,2012,April,7,0,Wednesday,1,1,11.48,14.395,52.0,8.9981,18,303,321,Morning,Chilly
11068,2012-04-11,Summer,2012,April,8,0,Wednesday,1,1,12.299999999999999,14.395,49.0,15.001299999999999,14,581,595,Morning,Chilly
11069,2012-04-11,Summer,2012,April,9,0,Wednesday,1,2,13.120000000000001,15.15,49.0,19.999499999999998,20,282,302,Morning,Chilly
11070,2012-04-11,Summer,2012,April,10,0,Wednesday,1,2,13.940000000000001,15.15,49.0,22.0028,26,127,153,Morning,Chilly
11071,2012-04-11,Summer,2012,April,11,0,Wednesday,1,2,15.58,19.695,43.0,22.0028,38,142,180,Afternoon,Chilly
11072,2012-04-11,Summer,2012,April,12,0,Wednesday,1,2,14.76,16.665,46.0,26.0027,35,147,182,Afternoon,Chilly
11073,2012-04-11,Summer,2012,April,13,0,Wednesday,1,2,16.400000000000002,20.455000000000002,40.0,23.9994,16,147,163,Afternoon,Chilly
11074,2012-04-11,Summer,2012,April,14,0,Wednesday,1,1,14.76,17.424999999999997,56.99999999999999,12.998000000000001,34,101,135,Afternoon,Chilly
11075,2012-04-11,Summer,2012,April,15,0,Wednesday,1,3,15.58,19.695,46.0,15.001299999999999,50,152,202,Afternoon,Chilly
11076,2012-04-11,Summer,2012,April,16,0,Wednesday,1,1,18.04,21.97,33.0,19.999499999999998,51,256,307,Afternoon,Warm
11077,2012-04-11,Summer,2012,April,17,0,Wednesday,1,1,17.22,21.21,35.0,26.0027,52,527,579,Afternoon,Chilly
11078,2012-04-11,Summer,2012,April,18,0,Wednesday,1,3,16.400000000000002,20.455000000000002,43.0,27.999299999999998,39,546,585,Afternoon,Chilly
11079,2012-04-11,Summer,2012,April,19,0,Wednesday,1,1,16.400000000000002,20.455000000000002,40.0,23.9994,28,356,384,Afternoon,Chilly
11080,2012-04-11,Summer,2012,April,20,0,Wednesday,1,1,14.76,16.665,46.0,22.0028,22,213,235,Afternoon,Chilly
11081,2012-04-11,Summer,2012,April,21,0,Wednesday,1,1,13.940000000000001,15.15,56.99999999999999,26.0027,11,154,165,Afternoon,Chilly
11082,2012-04-11,Summer,2012,April,22,0,Wednesday,1,1,13.940000000000001,15.15,56.99999999999999,22.0028,4,130,134,Afternoon,Chilly
11083,2012-04-11,Summer,2012,April,23,0,Wednesday,1,1,13.940000000000001,15.15,56.99999999999999,19.999499999999998,9,52,61,Afternoon,Chilly
11084,2012-04-12,Summer,2012,April,0,0,Thursday,1,1,13.120000000000001,15.15,66.0,19.0012,1,22,23,Evening,Chilly
11085,2012-04-12,Summer,2012,April,1,0,Thursday,1,1,13.120000000000001,15.15,66.0,15.001299999999999,2,7,9,Evening,Chilly
11086,2012-04-12,Summer,2012,April,2,0,Thursday,1,1,13.120000000000001,15.15,61.0,19.0012,0,4,4,Evening,Chilly
11087,2012-04-12,Summer,2012,April,3,0,Thursday,1,1,13.120000000000001,15.15,61.0,16.997899999999998,2,3,5,Evening,Chilly
11088,2012-04-12,Summer,2012,April,4,0,Thursday,1,1,12.299999999999999,14.395,61.0,15.001299999999999,0,1,1,Evening,Chilly
11089,2012-04-12,Summer,2012,April,5,0,Thursday,1,1,12.299999999999999,14.395,61.0,15.001299999999999,0,21,21,Morning,Chilly
11090,2012-04-12,Summer,2012,April,6,0,Thursday,1,1,12.299999999999999,14.395,65.0,16.997899999999998,2,94,96,Morning,Chilly
11091,2012-04-12,Summer,2012,April,7,0,Thursday,1,1,12.299999999999999,13.635,65.0,22.0028,12,294,306,Morning,Chilly
11092,2012-04-12,Summer,2012,April,8,0,Thursday,1,1,13.120000000000001,15.15,66.0,22.0028,20,604,624,Morning,Chilly
11093,2012-04-12,Summer,2012,April,9,0,Thursday,1,1,14.76,16.665,56.99999999999999,23.9994,16,271,287,Morning,Chilly
11094,2012-04-12,Summer,2012,April,10,0,Thursday,1,1,16.400000000000002,20.455000000000002,50.0,19.999499999999998,38,103,141,Morning,Chilly
11095,2012-04-12,Summer,2012,April,11,0,Thursday,1,1,17.22,21.21,47.0,19.999499999999998,50,174,224,Afternoon,Chilly
11096,2012-04-12,Summer,2012,April,12,0,Thursday,1,1,18.86,22.725,41.0,30.002599999999997,60,199,259,Afternoon,Warm
11097,2012-04-12,Summer,2012,April,13,0,Thursday,1,1,19.68,23.485,36.0,30.002599999999997,55,148,203,Afternoon,Warm
11098,2012-04-12,Summer,2012,April,14,0,Thursday,1,1,20.5,24.240000000000002,31.0,22.0028,74,150,224,Afternoon,Warm
11099,2012-04-12,Summer,2012,April,15,0,Thursday,1,1,19.68,23.485,31.0,16.997899999999998,42,169,211,Afternoon,Warm
11100,2012-04-12,Summer,2012,April,16,0,Thursday,1,1,19.68,23.485,31.0,19.0012,54,299,353,Afternoon,Warm
11101,2012-04-12,Summer,2012,April,17,0,Thursday,1,1,20.5,24.240000000000002,27.0,26.0027,60,596,656,Afternoon,Warm
11102,2012-04-12,Summer,2012,April,18,0,Thursday,1,1,20.5,24.240000000000002,27.0,26.0027,63,547,610,Afternoon,Warm
11103,2012-04-12,Summer,2012,April,19,0,Thursday,1,1,18.86,22.725,31.0,19.999499999999998,50,383,433,Afternoon,Warm
11104,2012-04-12,Summer,2012,April,20,0,Thursday,1,1,18.04,21.97,33.0,16.997899999999998,26,254,280,Afternoon,Warm
11105,2012-04-12,Summer,2012,April,21,0,Thursday,1,1,17.22,21.21,35.0,8.9981,13,174,187,Afternoon,Chilly
11106,2012-04-12,Summer,2012,April,22,0,Thursday,1,1,17.22,21.21,35.0,12.998000000000001,15,143,158,Afternoon,Chilly
11107,2012-04-12,Summer,2012,April,23,0,Thursday,1,1,17.22,21.21,35.0,12.998000000000001,8,86,94,Afternoon,Chilly
11108,2012-04-13,Summer,2012,April,0,0,Friday,1,1,16.400000000000002,20.455000000000002,37.0,16.997899999999998,14,41,55,Evening,Chilly
11109,2012-04-13,Summer,2012,April,1,0,Friday,1,1,14.76,17.424999999999997,46.0,12.998000000000001,2,28,30,Evening,Chilly
11110,2012-04-13,Summer,2012,April,2,0,Friday,1,1,13.940000000000001,16.665,49.0,12.998000000000001,6,5,11,Evening,Chilly
11111,2012-04-13,Summer,2012,April,3,0,Friday,1,1,13.940000000000001,16.665,61.0,11.0014,3,8,11,Evening,Chilly
11112,2012-04-13,Summer,2012,April,4,0,Friday,1,2,13.940000000000001,16.665,53.0,8.9981,1,4,5,Evening,Chilly
11113,2012-04-13,Summer,2012,April,5,0,Friday,1,2,13.940000000000001,16.665,53.0,11.0014,2,19,21,Morning,Chilly
11114,2012-04-13,Summer,2012,April,6,0,Friday,1,1,13.120000000000001,15.909999999999998,56.99999999999999,11.0014,0,84,84,Morning,Chilly
11115,2012-04-13,Summer,2012,April,7,0,Friday,1,1,13.940000000000001,15.909999999999998,61.0,15.001299999999999,13,283,296,Morning,Chilly
11116,2012-04-13,Summer,2012,April,8,0,Friday,1,1,15.58,19.695,46.0,11.0014,24,539,563,Morning,Chilly
11117,2012-04-13,Summer,2012,April,9,0,Friday,1,1,17.22,21.21,41.0,11.0014,36,294,330,Morning,Chilly
11118,2012-04-13,Summer,2012,April,10,0,Friday,1,1,18.04,21.97,38.0,12.998000000000001,59,133,192,Morning,Warm
11119,2012-04-13,Summer,2012,April,11,0,Friday,1,1,18.86,22.725,36.0,8.9981,75,158,233,Afternoon,Warm
11120,2012-04-13,Summer,2012,April,12,0,Friday,1,1,20.5,24.240000000000002,31.0,0.0,104,218,322,Afternoon,Warm
11121,2012-04-13,Summer,2012,April,13,0,Friday,1,1,21.32,25.0,27.0,19.0012,112,246,358,Afternoon,Warm
11122,2012-04-13,Summer,2012,April,14,0,Friday,1,1,21.32,25.0,27.0,0.0,125,223,348,Afternoon,Warm
11123,2012-04-13,Summer,2012,April,15,0,Friday,1,1,22.14,25.759999999999998,28.000000000000004,16.997899999999998,115,237,352,Afternoon,Warm
11124,2012-04-13,Summer,2012,April,16,0,Friday,1,1,22.96,26.515,26.0,16.997899999999998,113,350,463,Afternoon,Warm
11125,2012-04-13,Summer,2012,April,17,0,Friday,1,1,22.96,26.515,24.0,11.0014,117,621,738,Afternoon,Warm
11126,2012-04-13,Summer,2012,April,18,0,Friday,1,1,22.14,25.759999999999998,26.0,8.9981,107,564,671,Afternoon,Warm
11127,2012-04-13,Summer,2012,April,19,0,Friday,1,1,22.14,25.759999999999998,24.0,11.0014,75,352,427,Afternoon,Warm
11128,2012-04-13,Summer,2012,April,20,0,Friday,1,1,20.5,24.240000000000002,28.999999999999996,8.9981,44,242,286,Afternoon,Warm
11129,2012-04-13,Summer,2012,April,21,0,Friday,1,1,20.5,24.240000000000002,36.0,0.0,36,153,189,Afternoon,Warm
11130,2012-04-13,Summer,2012,April,22,0,Friday,1,1,18.04,21.97,62.0,7.0015,34,181,215,Afternoon,Warm
11131,2012-04-13,Summer,2012,April,23,0,Friday,1,1,17.22,21.21,62.0,6.0032,35,163,198,Afternoon,Chilly
11132,2012-04-14,Summer,2012,April,0,0,Saturday,0,1,16.400000000000002,20.455000000000002,57.99999999999999,8.9981,11,85,96,Evening,Chilly
11133,2012-04-14,Summer,2012,April,1,0,Saturday,0,1,16.400000000000002,20.455000000000002,57.99999999999999,8.9981,10,60,70,Evening,Chilly
11134,2012-04-14,Summer,2012,April,2,0,Saturday,0,1,15.58,19.695,66.0,8.9981,3,53,56,Evening,Chilly
11135,2012-04-14,Summer,2012,April,3,0,Saturday,0,1,14.76,18.18,66.0,6.0032,6,26,32,Evening,Chilly
11136,2012-04-14,Summer,2012,April,4,0,Saturday,0,1,14.76,18.18,71.0,7.0015,5,9,14,Evening,Chilly
11137,2012-04-14,Summer,2012,April,5,0,Saturday,0,1,14.76,18.18,66.0,7.0015,2,5,7,Morning,Chilly
11138,2012-04-14,Summer,2012,April,6,0,Saturday,0,1,13.940000000000001,16.665,76.0,11.0014,2,19,21,Morning,Chilly
11139,2012-04-14,Summer,2012,April,7,0,Saturday,0,1,14.76,18.18,71.0,7.0015,8,56,64,Morning,Chilly
11140,2012-04-14,Summer,2012,April,8,0,Saturday,0,1,14.76,17.424999999999997,71.0,8.9981,24,136,160,Morning,Chilly
11141,2012-04-14,Summer,2012,April,9,0,Saturday,0,1,17.22,21.21,54.0,8.9981,59,206,265,Morning,Chilly
11142,2012-04-14,Summer,2012,April,10,0,Saturday,0,1,18.86,22.725,51.0,11.0014,139,267,406,Morning,Warm
11143,2012-04-14,Summer,2012,April,11,0,Saturday,0,1,21.32,25.0,45.0,12.998000000000001,207,357,564,Afternoon,Warm
11144,2012-04-14,Summer,2012,April,12,0,Saturday,0,1,23.779999999999998,27.275,35.0,16.997899999999998,274,404,678,Afternoon,Warm
11145,2012-04-14,Summer,2012,April,13,0,Saturday,0,1,25.419999999999998,31.06,33.0,19.999499999999998,308,370,678,Afternoon,Hot
11146,2012-04-14,Summer,2012,April,14,0,Saturday,0,2,26.240000000000002,31.06,27.0,30.002599999999997,288,372,660,Afternoon,Hot
11147,2012-04-14,Summer,2012,April,15,0,Saturday,0,2,26.240000000000002,31.06,27.0,23.9994,311,347,658,Afternoon,Hot
11148,2012-04-14,Summer,2012,April,16,0,Saturday,0,2,26.240000000000002,31.06,27.0,23.9994,253,329,582,Afternoon,Hot
11149,2012-04-14,Summer,2012,April,17,0,Saturday,0,2,25.419999999999998,31.06,33.0,16.997899999999998,251,309,560,Afternoon,Hot
11150,2012-04-14,Summer,2012,April,18,0,Saturday,0,2,25.419999999999998,31.06,35.0,15.001299999999999,197,284,481,Afternoon,Hot
11151,2012-04-14,Summer,2012,April,19,0,Saturday,0,2,24.599999999999998,31.06,40.0,11.0014,163,296,459,Afternoon,Hot
11152,2012-04-14,Summer,2012,April,20,0,Saturday,0,2,22.96,26.515,46.0,8.9981,112,209,321,Afternoon,Warm
11153,2012-04-14,Summer,2012,April,21,0,Saturday,0,2,22.96,26.515,43.0,8.9981,53,167,220,Afternoon,Warm
11154,2012-04-14,Summer,2012,April,22,0,Saturday,0,2,22.14,25.759999999999998,52.0,11.0014,64,148,212,Afternoon,Warm
11155,2012-04-14,Summer,2012,April,23,0,Saturday,0,2,22.14,25.759999999999998,56.00000000000001,12.998000000000001,45,151,196,Afternoon,Warm
11156,2012-04-15,Summer,2012,April,0,0,Sunday,0,2,22.14,25.759999999999998,56.00000000000001,12.998000000000001,30,94,124,Evening,Warm
11157,2012-04-15,Summer,2012,April,1,0,Sunday,0,2,22.14,25.759999999999998,56.00000000000001,11.0014,17,89,106,Evening,Warm
11158,2012-04-15,Summer,2012,April,2,0,Sunday,0,2,22.14,25.759999999999998,56.00000000000001,7.0015,20,54,74,Evening,Warm
11159,2012-04-15,Summer,2012,April,3,0,Sunday,0,2,21.32,25.0,59.0,8.9981,18,27,45,Evening,Warm
11160,2012-04-15,Summer,2012,April,4,0,Sunday,0,2,22.14,25.759999999999998,52.0,0.0,2,10,12,Evening,Warm
11161,2012-04-15,Summer,2012,April,5,0,Sunday,0,1,20.5,24.240000000000002,68.0,11.0014,4,6,10,Morning,Warm
11162,2012-04-15,Summer,2012,April,6,0,Sunday,0,1,20.5,24.240000000000002,63.0,8.9981,5,11,16,Morning,Warm
11163,2012-04-15,Summer,2012,April,7,0,Sunday,0,1,20.5,24.240000000000002,63.0,7.0015,16,30,46,Morning,Warm
11164,2012-04-15,Summer,2012,April,8,0,Sunday,0,1,21.32,25.0,59.0,0.0,33,64,97,Morning,Warm
11165,2012-04-15,Summer,2012,April,9,0,Sunday,0,1,22.14,25.759999999999998,56.00000000000001,15.001299999999999,97,154,251,Morning,Warm
11166,2012-04-15,Summer,2012,April,10,0,Sunday,0,1,23.779999999999998,27.275,53.0,15.001299999999999,186,235,421,Morning,Warm
11167,2012-04-15,Summer,2012,April,11,0,Sunday,0,1,25.419999999999998,31.06,46.0,19.999499999999998,227,301,528,Afternoon,Hot
11168,2012-04-15,Summer,2012,April,12,0,Sunday,0,1,26.240000000000002,31.06,44.0,19.0012,275,360,635,Afternoon,Hot
11169,2012-04-15,Summer,2012,April,13,0,Sunday,0,1,27.060000000000002,31.06,44.0,19.0012,298,383,681,Afternoon,Hot
11170,2012-04-15,Summer,2012,April,14,0,Sunday,0,1,28.7,31.819999999999997,39.0,19.0012,282,346,628,Afternoon,Hot
11171,2012-04-15,Summer,2012,April,15,0,Sunday,0,1,28.7,31.819999999999997,39.0,26.0027,266,351,617,Afternoon,Hot
11172,2012-04-15,Summer,2012,April,16,0,Sunday,0,1,29.52,32.574999999999996,39.0,23.9994,286,330,616,Afternoon,Hot
11173,2012-04-15,Summer,2012,April,17,0,Sunday,0,1,28.7,31.819999999999997,42.0,22.0028,262,361,623,Afternoon,Hot
11174,2012-04-15,Summer,2012,April,18,0,Sunday,0,1,28.7,31.819999999999997,42.0,16.997899999999998,184,295,479,Afternoon,Hot
11175,2012-04-15,Summer,2012,April,19,0,Sunday,0,1,28.7,31.819999999999997,42.0,16.997899999999998,114,265,379,Afternoon,Hot
11176,2012-04-15,Summer,2012,April,20,0,Sunday,0,1,26.240000000000002,31.06,50.0,15.001299999999999,86,205,291,Afternoon,Hot
11177,2012-04-15,Summer,2012,April,21,0,Sunday,0,1,25.419999999999998,31.06,56.99999999999999,16.997899999999998,76,153,229,Afternoon,Hot
11178,2012-04-15,Summer,2012,April,22,0,Sunday,0,1,27.880000000000003,31.819999999999997,44.0,23.9994,37,97,134,Afternoon,Hot
11179,2012-04-15,Summer,2012,April,23,0,Sunday,0,1,27.060000000000002,31.06,50.0,26.0027,25,65,90,Afternoon,Hot
11180,2012-04-16,Summer,2012,April,0,1,Monday,0,1,26.240000000000002,31.06,53.0,22.0028,15,26,41,Evening,Hot
11181,2012-04-16,Summer,2012,April,1,1,Monday,0,1,25.419999999999998,30.305,61.0,23.9994,7,21,28,Evening,Hot
11182,2012-04-16,Summer,2012,April,2,1,Monday,0,1,24.599999999999998,30.305,64.0,16.997899999999998,5,9,14,Evening,Hot
11183,2012-04-16,Summer,2012,April,3,1,Monday,0,1,23.779999999999998,27.275,68.0,12.998000000000001,3,5,8,Evening,Warm
11184,2012-04-16,Summer,2012,April,4,1,Monday,0,1,22.14,25.759999999999998,77.0,15.001299999999999,0,6,6,Evening,Warm
11185,2012-04-16,Summer,2012,April,5,1,Monday,0,1,22.14,25.759999999999998,77.0,15.001299999999999,4,34,38,Morning,Warm
11186,2012-04-16,Summer,2012,April,6,1,Monday,0,1,21.32,25.0,83.0,11.0014,10,123,133,Morning,Warm
11187,2012-04-16,Summer,2012,April,7,1,Monday,0,1,21.32,25.0,83.0,8.9981,20,367,387,Morning,Warm
11188,2012-04-16,Summer,2012,April,8,1,Monday,0,2,22.96,26.515,83.0,11.0014,48,549,597,Morning,Warm
11189,2012-04-16,Summer,2012,April,9,1,Monday,0,1,25.419999999999998,30.305,69.0,15.001299999999999,59,238,297,Morning,Hot
11190,2012-04-16,Summer,2012,April,10,1,Monday,0,1,25.419999999999998,30.305,69.0,16.997899999999998,75,149,224,Morning,Hot
11191,2012-04-16,Summer,2012,April,11,1,Monday,0,1,26.240000000000002,30.305,65.0,16.997899999999998,115,136,251,Afternoon,Hot
11192,2012-04-16,Summer,2012,April,12,1,Monday,0,1,27.880000000000003,31.819999999999997,56.99999999999999,16.997899999999998,75,196,271,Afternoon,Hot
11193,2012-04-16,Summer,2012,April,13,1,Monday,0,1,30.34,33.335,45.0,19.999499999999998,79,184,263,Afternoon,Hot
11194,2012-04-16,Summer,2012,April,14,1,Monday,0,1,31.16,34.089999999999996,45.0,22.0028,105,183,288,Afternoon,Hot
11195,2012-04-16,Summer,2012,April,15,1,Monday,0,1,32.800000000000004,34.849999999999994,33.0,30.002599999999997,81,194,275,Afternoon,Hot
11196,2012-04-16,Summer,2012,April,16,1,Monday,0,1,32.800000000000004,34.849999999999994,33.0,31.0009,92,266,358,Afternoon,Hot
11197,2012-04-16,Summer,2012,April,17,1,Monday,0,1,32.800000000000004,34.849999999999994,33.0,26.0027,111,601,712,Afternoon,Hot
11198,2012-04-16,Summer,2012,April,18,1,Monday,0,1,32.800000000000004,34.849999999999994,31.0,26.0027,87,589,676,Afternoon,Hot
